word,n
toe,6
tomasso,6
tomato,6
tonnes,6
took,6
toulouse,6
tourisme,6
townshend,6
track,6
transco,6
transmitting,6
trap,6
tsawout,6
tsude,6
tueyeta,6
tungavik,6
ukkusiksalik,6
ulf,6
unemployed,6
upcoming,6
upgrading,6
urgently,6
ussr,6
valcourt,6
valentine,6
vandaele,6
vanderhoof,6
veda,6
veteran,6
vézina,6
vicepresidentviceprésident,6
viet,6
villiard,6
violating,6
visual,6
voyage,6
vyas,6
walmsley,6
wanda,6
wapusk,6
watkins,6
ways,6
webequie,6
weissenberger,6
wendell,6
westmorland,6
wholesale,6
wholly,6
width,6
wilcox,6
wilkie,6
willard,6
wilma,6
wines,6
wishing,6
withdrawn,6
worked,6
workman,6
worksharing,6
writ,6
yamashita,6
yates,6
yewthong,6
yvette,6
zivko,6
002,5
100000,5
1003,5
1009,5
1015,5
1016,5
1052,5
1064,5
1081,5
1091,5
10year,5
1106,5
112b,5
116c,5
117d,5
1200,5
1218,5
1241,5
1302,5
1422,5
1451,5
1500,5
150d,5
150g,5
156,5
16th,5
177,5
17th,5
1874,5
1889,5
1910,5
191a,5
1920,5
1923,5
1926,5
1929,5
1930,5
1931,5
1946,5
1952,5
1997no,5
19981273,5
19991,5
20011,5
20022,5
20052009,5
20061526,5
20082012,5
20102014,5
20122017,5
20132017,5
2022,5
215,5
236,5
240,5
249,5
252,5
256,5
263,5
264,5
279,5
291,5
301,5
3022,5
310,5
312,5
313,5
363,5
372,5
400th,5
405,5
541,5
551,5
5th,5
700,5
7378,5
747,5
800,5
850,5
900,5
931,5
abrams,5
accelerating,5
accessible,5
accompanied,5
accountant,5
accumulated,5
acids,5
acreage,5
adaptation,5
adaptations,5
adapting,5
addy,5
adelle,5
adhere,5
adjoint,5
advertised,5
aec,5
aeroplane,5
afforded,5
agencys,5
agree,5
agricole,5
agriinvest,5
aitken,5
aktiengesellschaft,5
alastair,5
alcock,5
aldéa,5
aleppo,5
aletta,5
alidina,5
alleged,5
allocations,5
ambient,5
ambiguity,5
anders,5
andy,5
anishinaabek,5
anishinabeg,5
ankara,5
annes,5
announcement,5
annualized,5
anselm,5
antananarivo,5
antarctic,5
apartment,5
appellants,5
approbation,5
archipelago,5
ardyth,5
ariemma,5
arif,5
arnot,5
arrest,5
arriving,5
ashraf,5
asmara,5
assad,5
assigns,5
astley,5
aston,5
asylum,5
atkins,5
attawapiskat,5
attendance,5
auger,5
aurélien,5
authoritys,5
ave,5
aymé,5
babin,5
bakery,5
ballagh,5
baltacioglu,5
banning,5
barbless,5
barcelona,5
barclays,5
bartley,5
bases,5
bath,5
battle,5
bccb,5
beale,5
beamsville,5
beaulac,5
beccarea,5
beckstead,5
becomes,5
bedard,5
bélair,5
benedict,5
benotto,5
benson,5
berlin,5
bernadette,5
bernd,5
bernes,5
berthage,5
berwick,5
berzoor,5
bezanson,5
bhatia,5
bhp,5
bicycle,5
bisaillon,5
blackfoot,5
blacks,5
blend,5
blundell,5
blvd,5
boaters,5
boire,5
bombardier,5
bonaparte,5
bondar,5
bonita,5
bonus,5
booklets,5
boswell,5
bothwell,5
bottling,5
bourduas,5
bovey,5
bowen,5
boyes,5
bozzi,5
brabant,5
bray,5
breaches,5
brigadiergeneral,5
brights,5
brisson,5
broadview,5
brochet,5
brome,5
browes,5
brudner,5
brulé,5
brum,5
bryce,5
bryon,5
bubrin,5
buisson,5
bujold,5
bujumbura,5
butlerjones,5
butt,5
c10a,5
c24,5
c26,5
c28,5
c30,5
cabana,5
cablesystems,5
cairo,5
calkin,5
call,5
calla,5
callon,5
canadajordan,5
canadapanama,5
candice,5
canpass,5
canton,5
capello,5
cardigan,5
carefoot,5
carlos,5
carmackslittle,5
carney,5
cartridges,5
carver,5
casings,5
cbc,5
cedric,5
ceiling,5
cells,5
centrerosedale,5
ceoprésident,5
ceramics,5
cereal,5
chadsmith,5
chain,5
champagneaishihik,5
chance,5
chandigarh,5
charlemagne,5
chatsworth,5
checks,5
chevalier,5
chevrier,5
chidley,5
chipman,5
chlorobiphenyls,5
chloroprene,5
choma,5
chromium,5
chymosin,5
cic,5
cinemark,5
citizen,5
citric,5
clague,5
clarification,5
clavet,5
claydon,5
clean,5
clethodim,5
cliff,5
clopyralid,5
cncp,5
coalfired,5
coburn,5
cochairpersons,5
cochin,5
coffee,5
cogeneration,5
colas,5
coldstream,5
coldwater,5
collateral,5
colle,5
collecting,5
colleges,5
colonia,5
combating,5
commence,5
commensurate,5
complexes,5
complied,5
compositional,5
comté,5
conakry,5
concentrate,5
concentrations,5
confidence,5
confiscation,5
conne,5
conserve,5
constraints,5
consult,5
containment,5
continuance,5
continuous,5
contracting,5
contrecoeur,5
convicted,5
coopers,5
costello,5
côtéohara,5
cotonou,5
cotton,5
counsulars,5
courtois,5
cowanmcguigan,5
cowie,5
cpa,5
creighton,5
cryer,5
csce,5
csis,5
cta,5
cucumbers,5
culture,5
curley,5
curve,5
custodians,5
cut,5
cuts,5
cwb,5
d10,5
daggett,5
daley,5
dallaire,5
dame,5
danger,5
daressalaam,5
darla,5
darrel,5
dauk,5
davie,5
dawe,5
deanna,5
dease,5
deblois,5
decreasing,5
defers,5
dehydrated,5
delaney,5
delegated,5
delorme,5
demenok,5
denying,5
deposited,5
depository,5
deschambault,5
desjardinslaurentian,5
detail,5
dettwiler,5
deyell,5
dinning,5
disallowed,5
disciplinary,5
discontinue,5
discover,5
discretion,5
disney,5
distillers,5
distinctive,5
distributors,5
dividend,5
dodds,5
dog,5
dogrib,5
dolbeau,5
dorléans,5
dosimetry,5
doucett,5
drew,5
drolet,5
drumheller,5
duchesneau,5
dugré,5
dujmovic,5
dumont,5
dwelling,5
earn,5
ease,5
eberhard,5
edmondson,5
effected,5
efffective,5
efficiencies,5
el163,5
elcock,5
electronically,5
elginmiddlesexlondon,5
elias,5
elmsthorpe,5
email,5
emerging,5
emily,5
émond,5
emulsifying,5
enables,5
enclosures,5
engaging,5
entner,5
entries,5
ercel,5
esmond,5
esquimaltjuan,5
essipit,5
eunice,5
evacuation,5
evelyne,5
excessively,5
exhibition,5
exists,5
exit,5
expedition,5
expeditions,5
experiencing,5
exxonmobil,5
facing,5
fails,5
falardeauramsay,5
false,5
fanjoy,5
farquhar,5
farquharson,5
feature,5
fedak,5
feehan,5
felizzola,5
fenelon,5
ferg,5
flavoured,5
fleurimont,5
flichel,5
flinn,5
florida,5
fluazifopbutyl,5
fluorescent,5
focus,5
followup,5
forgiveness,5
fortney,5
francesco,5
frankford,5
fraternal,5
fraud,5
freedom,5
freilich,5
frequencies,5
frog,5
frost,5
fta,5
fulfilled,5
gabriele,5
gagnier,5
gap,5
gardeur,5
garnishable,5
garnishee,5
garrett,5
garson,5
garvie,5
gayle,5
gendron,5
générale,5
generals,5
genetically,5
gerwing,5
ghg,5
giesbrecht,5
gilmore,5
gina,5
girouard,5
gives,5
gl129,5
gl284,5
gl285,5
gl98,5
gladue,5
goldberg,5
goldbloom,5
goller,5
gomery,5
gonthier,5
gooch,5
gork,5
gorman,5
göteborg,5
govern,5
governed,5
grantham,5
granville,5
gras,5
graser,5
gravelbourg,5
graves,5
grimsby,5
groulx,5
groundwater,5
grown,5
guarantor,5
haley,5
halfway,5
haliburton,5
hallsor,5
halocarbon,5
halton,5
hamblin,5
hancock,5
hanigan,5
hard,5
harindar,5
harley,5
harriman,5
hatton,5
headings,5
headlamps,5
heald,5
henault,5
hereafter,5
hermiston,5
hiawatha,5
hicks,5
highlands,5
hilda,5
hilton,5
hinse,5
hisham,5
hislop,5
hivinfected,5
hobbema,5
hockin,5
hodder,5
hodge,5
hoffmann,5
hogarth,5
holdsworth,5
homsi,5
hook,5
horticulture,5
houghton,5
houshold,5
houten,5
hullgatineau,5
humanitas,5
huneault,5
hyde,5
hypothec,5
icebreaker,5
iis,5
immunity,5
implants,5
inadvertent,5
inclusively,5
incorporations,5
incorrect,5
incur,5
incurs,5
index,5
indies,5
indiscriminate,5
ing,5
inglis,5
ingram,5
injuries,5
innes,5
insert,5
inspected,5
instalment,5
instance,5
integrate,5
interrelationships,5
invalid,5
involvement,5
iona,5
irpa,5
isle,5
ismail,5
jacelyn,5
jackie,5
jacquard,5
jake,5
jamahiriya,5
janes,5
janine,5
janvier,5
jardine,5
jeannette,5
jeanrobert,5
jemila,5
jenny,5
jill,5
joncas,5
joulekhan,5
jubilee,5
julian,5
justified,5
kafai,5
kahnawake,5
kamine,5
kampala,5
kananaskis,5
keen,5
keenan,5
kehewin,5
kehoe,5
kelleher,5
kensington,5
keyserlingk,5
khaled,5
khan,5
kiev,5
kilgour,5
kingsville,5
kirkpatrick,5
kispiox,5
kitchen,5
klein,5
knecht,5
knevel,5
knox,5
knutson,5
koki,5
konstantinos,5
koulouras,5
krever,5
kular,5
kusmu,5
kutz,5
kwan,5
kyrgyzstan,5
labrosse,5
lacourcière,5
lacsaintjean,5
lahore,5
laing,5
lalondemorisset,5
lamontagne,5
lamoureux,5
lana,5
langdon,5
langford,5
langille,5
langtry,5
lanteigne,5
larlee,5
larochelle,5
larson,5
larue,5
lastewka,5
latters,5
lavallée,5
laydenstevenson,5
layne,5
leaves,5
leesti,5
legitimate,5
leitch,5
len,5
lend,5
lennon,5
léonard,5
lerner,5
lesser,5
lestock,5
letting,5
lew,5
lfa,5
lightduty,5
like,5
lilian,5
lille,5
lindberg,5
linteau,5
lipase,5
lipsett,5
liskeard,5
listings,5
litres,5
littlechild,5
liz,5
locallyengaged,5
locating,5
lochnan,5
locks,5
lockwood,5
loeppky,5
loiselle,5
loop,5
lopinski,5
loran,5
lordon,5
lore,5
loretta,5
lorimier,5
louisiana,5
louispaul,5
loukidelis,5
lowincome,5
lucienne,5
lumsden,5
lutfy,5
lynes,5
lyons,5
lyster,5
maanulth,5
mabel,5
macadam,5
macarthur,5
mackeigan,5
maclellan,5
madore,5
maguire,5
mai,5
mailed,5
maintains,5
mair,5
maisonneuve,5
makwa,5
malenfant,5
manley,5
maranger,5
marcelin,5
marco,5
mariejosé,5
marielle,5
marieville,5
marketplace,5
marotta,5
marsan,5
marsden,5
martselos,5
maryland,5
mass,5
massey,5
massip,5
mathias,5
mathieu,5
mawani,5
maxim,5
maxime,5
mcclure,5
mccoll,5
mccreary,5
mcculloch,5
mcfarlane,5
mcgregor,5
mcguinty,5
mckee,5
mckellar,5
mckinlay,5
mcphee,5
mcsweeney,5
meaford,5
meehan,5
melançon,5
membersmembres,5
membre,5
memphis,5
meritorious,5
merri,5
merritt,5
messines,5
metabolite,5
metalaxyl,5
metcalfe,5
meteghan,5
méthot,5
metre,5
miawpukek,5
michal,5
michipicoten,5
micronesia,5
microorganisms,5
milligrams,5
milner,5
mindful,5
minimizing,5
minnesota,5
mirasty,5
miticide,5
mmer,5
modification,5
moffat,5
mole,5
monchy,5
moneygram,5
monkman,5
montana,5
montcalm,5
montigny,5
montréalcentre,5
montserrat,5
mortage,5
morton,5
moses,5
mouammar,5
moulton,5
moved,5
mueller,5
mulugheta,5
murillo,5
musée,5
musqueam,5
myles,5
nadon,5
nakazdli,5
nanaimocowichan,5
napanee,5
narcotics,5
natashquan,5
nav,5
negotiating,5
neighbourhood,5
nepeancarleton,5
nesbitt,5
neufeld,5
neuville,5
nexen,5
nexus,5
nguyen,5
niagaradetroit,5
nicosia,5
ninth,5
nitrogen,5
nixon,5
no3,5
nominingue,5
nonarticle,5
nongovernment,5
nonnafta,5
nonscheduled,5
nord,5
noreau,5
norrie,5
northland,5
notforprofit,5
nurjehan,5
nutritional,5
nycole,5
observe,5
obstacles,5
oc51,5
occupancy,5
occupants,5
occupies,5
odette,5
offender,5
ohara,5
okeefe,5
olive,5
olsen,5
ombudsperson,5
omer,5
onboard,5
onecent,5
onehundredths,5
onerous,5
operates,5
optic,5
oreilly,5
orford,5
organizational,5
orginally,5
orielly,5
oriental,5
oryzae,5
otoole,5
ottawavanier,5
ozirny,5
packets,5
padova,5
pagtakhan,5
panenergy,5
panes,5
pardu,5
pardy,5
parrjohnston,5
pascal,5
passengertrain,5
passover,5
pasture,5
patrol,5
patterns,5
payer,5
payperview,5
pdp,5
pearling,5
peel,5
pelley,5
pelts,5
pemberton,5
penetanguishene,5
pensa,5
pensioners,5
perpetual,5
pertains,5
petersburg,5
pettit,5
phil,5
phosphorus,5
pia,5
pichette,5
picton,5
pineau,5
pingle,5
piper,5
pirbay,5
pitfield,5
platana,5
plaza,5
plessisville,5
plunkett,5
pointeaupic,5
polybrominated,5
poole,5
popatia,5
poplar,5
portable,5
postes,5
practical,5
priorities,5
prisoners,5
pritchard,5
produits,5
proficiency,5
proud,5
proudfoot,5
proven,5
prudential,5
pursue,5
pyridaben,5
qalipu,5
qays,5
quaaout,5
rade,5
rai,5
rainy,5
rampart,5
ranch,5
rancourt,5
rand,5
random,5
ratings,5
rawson,5
rayburn,5
rayner,5
raza,5
ready,5
reappointing,5
rear,5
reassignment,5
recalculation,5
recipient,5
recourse,5
redefining,5
redevelopment,5
refers,5
refined,5
réginald,5
regionrégion,5
registrants,5
relieving,5
religious,5
rémunération,5
rémy,5
rene,5
renews,5
renumber,5
repaid,5
repaired,5
representations,5
restraints,5
reta,5
retained,5
reviewing,5
rey,5
richelieu,5
richibucto,5
ridgetown,5
rigby,5
rina,5
riverside,5
rix,5
robb,5
robbins,5
roberti,5
rocheleau,5
rodger,5
roggen,5
rolfe,5
rolling,5
rolls,5
romaine,5
romano,5
rondeau,5
rooms,5
rossiter,5
rowbotham,5
rowsell,5
roxane,5
royer,5
rucker,5
rudin,5
rudolf,5
rum,5
ryanfroslie,5
ryer,5
sacrécoeur,5
saintbrunodemontarville,5
saintfélicien,5
sainthilaire,5
sainthyacinthe,5
saintjacques,5
saintjean,5
saintlaurentcartierville,5
saintlinlaurentides,5
salaberry,5
salted,5
salvatore,5
sample,5
sandala,5
saul,5
sauvé,5
savaria,5
sc2006,5
scales,5
schefferville,5
schultz,5
schweiker,5
scotian,5
seals,5
seating,5
sécurité,5
selma,5
semiahmoo,5
sent,5
sergeantatarms,5
shapiro,5
sheard,5
shearer,5
shock,5
shorter,5
siddall,5
significance,5
signs,5
sigurdson,5
silberman,5
simmonds,5
situations,5
skelton,5
sleepwear,5
socalled,5
sokolyk,5
solids,5
sopinka,5
sordzi,5
sottomayor,5
souccar,5
sovereignty,5
spaces,5
specially,5
spector,5
spectrum,5
spicer,5
srm,5
stages,5
standardizing,5
stants,5
stanwick,5
starch,5
start,5
steeves,5
stelco,5
stemarie,5
stétienne,5
stfrançois,5
stirling,5
stjacques,5
stjulien,5
stléonard,5
stouffville,5
strasbourg,5
strathcona,5
strathroy,5
strickland,5
subdivisions,5
subjected,5
subjects,5
sucker,5
sudouest,5
sultan,5
sundre,5
superficies,5
superintendents,5
sureau,5
surreywhite,5
suspended,5
swimming,5
sylvester,5
sylvestre,5
symbols,5
symons,5
syrups,5
tabacchi,5
tablets,5
taiwan,5
takeover,5
tallcree,5
tanguay,5
tanker,5
taschereau,5
tassé,5
taxharmonized,5
télécommunications,5
terminates,5
teslintlingit,5
tessiercouture,5
textron,5
textured,5
thackray,5
thalidomide,5
theatres,5
théberge,5
theo,5
therapeutic,5
thibodeaudeguire,5
thom,5
thorn,5
thorpe,5
tier,5
tignish,5
timorleste,5
tirana,5
tjaden,5
tokyo,5
totalling,5
tousignant,5
townsend,5
toy,5
trailer,5
transamerica,5
travail,5
trawl,5
triassi,5
trojuwechin,5
tsartlip,5
tubes,5
tuvalu,5
tweedy,5
twin,5
tyson,5
tzeachten,5
ulkatcho,5
umbrella,5
unappropriated,5
underlying,5
undue,5
ungulate,5
uninsured,5
unintended,5
upholstered,5
ursula,5
utah,5
utikoomak,5
uys,5
vaccine,5
valcour,5
valléejonction,5
valour,5
valued,5
valves,5
vance,5
vancise,5
vancouverwhistler,5
vandenberg,5
vander,5
variance,5
varies,5
vehicule,5
vendor,5
véronique,5
verrier,5
verte,5
vesting,5
viable,5
views,5
viola,5
visas,5
viscount,5
visits,5
vitamin,5
vladimir,5
vladivostok,5
volumes,5
votes,5
voyages,5
waddell,5
walden,5
wallis,5
walton,5
warehousing,5
warfare,5
warkentin,5
wart,5
wasylko,5
watercraft,5
waterdown,5
waterfowl,5
waterhouse,5
wearing,5
wedge,5
welke,5
werner,5
wes,5
whey,5
whisky,5
whitecourt,5
whiting,5
widower,5
willcock,5
windshield,5
winham,5
winnifred,5
winsor,5
withdrew,5
withhold,5
woodroffe,5
woodward,5
worth,5
wrecks,5
wuttunee,5
wynnyckyj,5
wyoming,5
xxiii,5
xxiv,5
xylanase,5
yaprak,5
yearround,5
yield,5
yolande,5
yuen,5
zubi,5
008,4
009,4
040,4
041,4
1022,4
1025,4
1029,4
102b,4
1031,4
1047,4
1055,4
105b,4
1062,4
1066,4
1107,4
111,4
1120,4
112p,4
113aiii,4
1250,4
1315,4
1382,4
1385,4
139,4
15071,4
1531,4
159b,4
1600,4
166d,4
168,4
173,4
173a,4
188,4
18th,4
1909,4
1916,4
1921,4
1958,4
198687,4
198788,4
199,4
19901,4
19921,4
19953,4
1997437,4
19992,4
20003,4
2000no,4
20021,4
2004848,4
20061,4
20071,4
20091860,4
201115,4
20112015,4
20121,4
20142018,4
201617,4
2124,4
214,4
216,4
244,4
248,4
25000,4
25cent,4
261,4
270,4
275,4
287,4
28th,4
290,4
293,4
29th,4
3000,4
303,4
306,4
322,4
333,4
348,4
365,4
376,4
389,4
391,4
411,4
435,4
464,4
465,4
481,4
49th,4
5000,4
5217,4
581,4
585,4
62a,4
64750,4
669,4
66year,4
7054,4
712,4
725,4
73a,4
743,4
750,4
75000,4
756,4
761,4
776,4
801,4
810,4
854,4
864,4
871,4
908,4
9375,4
96100,4
973,4
9963,4
a11,4
abbey,4
abdol,4
absorb,4
academy,4
acadiennes,4
accede,4
accelerate,4
acceptable,4
accreditations,4
accruing,4
acetaminophen,4
achten,4
acknowledgement,4
acorn,4
acute,4
aden,4
aditya,4
adolescents,4
adrienne,4
adukeh,4
advice,4
aecl,4
aéroports,4
afccl,4
affirmation,4
afp,4
agence,4
agenda,4
ahlfeld,4
aidan,4
aimé,4
aiming,4
aires,4
airspace,4
airstrip,4
aiyansh,4
alana,4
alarm,4
alcide,4
alcove,4
alderville,4
alienation,4
allister,4
alls,4
almeida,4
alopecia,4
alper,4
alphaamylase,4
alphonse,4
alton,4
alyassini,4
ambrose,4
amongst,4
amylase,4
ana,4
anchor,4
andrei,4
angel,4
angelo,4
angle,4
anil,4
annan,4
annually,4
anomalies,4
anomaly,4
anse,4
anticompetitive,4
antique,4
antiterrorism,4
appears,4
appel,4
appleby,4
applicability,4
approvals,4
apriljune,4
arabian,4
arbitrator,4
archer,4
armin,4
arseneault,4
artistic,4
asa,4
ascot,4
ashburn,4
ass,4
assisting,4
assurances,4
atchison,4
athletics,4
atmospheric,4
attaching,4
attributable,4
attribution,4
aucoin,4
auditing,4
augustus,4
aulavik,4
aumond,4
aurèle,4
avian,4
b16100,4
babiuk,4
baby,4
backsloping,4
baek,4
baiedufebvre,4
bains,4
balfour,4
balkwill,4
ballot,4
banned,4
bans,4
banting,4
barban,4
barcelo,4
barkley,4
barney,4
barracks,4
barrados,4
barss,4
basins,4
basques,4
bata,4
batchewana,4
bauche,4
baumgartner,4
baynipigon,4
baynton,4
beardy,4
beaubienduque,4
beaubier,4
beckerman,4
beets,4
bella,4
bellechasse,4
belts,4
belzil,4
bénin,4
benno,4
benoîtpierre,4
benos,4
bentley,4
benzodiazepines,4
berens,4
bergevin,4
bergman,4
bertelsmann,4
berth,4
bertha,4
berthiersurmer,4
betker,4
bettle,4
betts,4
beverage,4
bevilacqua,4
bic,4
bidal,4
bielby,4
bigstone,4
biguzs,4
bilson,4
binghatukpa,4
bingwi,4
binnie,4
binns,4
biphenyls,4
birenbaum,4
biron,4
bisphenol,4
blackfalds,4
blaine,4
blanchet,4
blé,4
blight,4
blois,4
blondinandrew,4
blouses,4
bluetongue,4
boarding,4
boisbriand,4
boisclair,4
boisfrancs,4
boissonneault,4
bolger,4
bone,4
bonneau,4
bookbinder,4
boone,4
boothroyd,4
borders,4
borer,4
borrowers,4
boscariol,4
bosgoed,4
bossé,4
bot,4
boulianne,4
bourke,4
bourne,4
bousfield,4
boyko,4
brackenhorrocks,4
bradford,4
braeburn,4
brandonsouris,4
briand,4
bright,4
brighton,4
broadcasters,4
broccoli,4
brock,4
brompton,4
brooker,4
brooklyn,4
broquerie,4
broughton,4
brownlee,4
brun,4
brunswicknouveaubrunswick,4
bryson,4
buenos,4
bugailiskis,4
build,4
bull,4
burchill,4
burger,4
burnett,4
bury,4
busan,4
bushes,4
buyer,4
byers,4
bylot,4
byrt,4
c10,4
c15a,4
c18,4
c20,4
c39,4
c43,4
c45,4
c50,4
c78,4
cabo,4
caccia,4
cache,4
cacouna,4
cadmium,4
cairns,4
caisses,4
caledonia,4
callahan,4
callander,4
calmet,4
calvert,4
calves,4
cameo,4
campeau,4
campos,4
canadahonduras,4
canadair,4
canadan,4
canadapei,4
canadianregistered,4
canadiennes,4
cancel,4
cannabinoids,4
canwest,4
capability,4
caperchione,4
capitale,4
carbonate,4
career,4
caregivers,4
cargill,4
carling,4
carlyle,4
carnell,4
carolle,4
carrie,4
carriere,4
carson,4
casimir,4
castelli,4
castuera,4
catering,4
cathcart,4
cathryn,4
catleycarlson,4
cauchon,4
cave,4
cbcradiocanada,4
cbsa,4
celebrating,4
celebrations,4
cemetery,4
centres,4
certify,4
cfia,4
chagnon,4
challenges,4
chamberland,4
champoux,4
chancery,4
chapais,4
chapters,4
character,4
charlebois,4
charlton,4
charman,4
charnystromuald,4
chathamkent,4
chathamsarnia,4
chauvin,4
chelmsford,4
chemawawin,4
chen,4
cheque,4
cheques,4
chesterfield,4
chfta,4
chinook,4
chlorate,4
chlorothalonil,4
chocolate,4
chodos,4
choice,4
chopra,4
chotalia,4
chow,4
choy,4
chrysostomides,4
chute,4
cigars,4
circumpolar,4
citys,4
cityschefferville,4
clancy,4
clara,4
cleaners,4
clearbrook,4
cleve,4
cloth,4
clubs,4
clugston,4
cluster,4
cnll,4
coalhurst,4
cochairperson,4
cochran,4
cocoa,4
codify,4
coffin,4
coil,4
coincide,4
coinoperated,4
colbert,4
collaboration,4
collaborative,4
collectible,4
collin,4
colter,4
columbias,4
commander,4
commemorative,4
commercialisation,4
commissionerscommissaires,4
commissionner,4
communauté,4
complying,4
compressionignition,4
comuzzi,4
concepcion,4
concepción,4
concerned,4
conditionnelles,4
confer,4
conferences,4
connecting,4
connections,4
connelly,4
consecutive,4
conserving,4
considering,4
constituted,4
constructed,4
consultatif,4
consulted,4
consulting,4
contamination,4
contempt,4
continental,4
continuances,4
conveyor,4
conviction,4
conway,4
conyers,4
cookies,4
cooling,4
coppermine,4
copresident,4
corley,4
corportate,4
correction,4
costanzo,4
coughlan,4
countybased,4
cournoyea,4
courtney,4
coutu,4
cows,4
coyne,4
creaghan,4
creates,4
crewing,4
critically,4
crooks,4
croteau,4
crowe,4
crs,4
ctc,4
cudahy,4
cultivated,4
cultures,4
cumene,4
cupar,4
curdis,4
curleigh,4
cusson,4
cycle,4
cypress,4
dadministration,4
damian,4
daniels,4
daughter,4
dauphinswan,4
davenport,4
davignon,4
deane,4
deauville,4
decisionmaking,4
decommissioning,4
deductible,4
deed,4
deeks,4
deepak,4
defoamer,4
degagné,4
degroot,4
deland,4
delegates,4
delegating,4
délégué,4
delineated,4
deltaport,4
demonstrate,4
denechaud,4
denounce,4
dent,4
denver,4
deployments,4
derksen,4
desautels,4
desloges,4
desmeules,4
després,4
detained,4
devillers,4
devins,4
devolution,4
dextrins,4
dezadeash,4
dhir,4
diallo,4
dicosimo,4
difenoconazole,4
differences,4
diglycerides,4
dimensional,4
dinn,4
discretionary,4
discussions,4
disolved,4
displays,4
disqualified,4
dissolve,4
divide,4
dividing,4
divinorum,4
divison,4
documentary,4
doha,4
donate,4
dongen,4
doran,4
dorchester,4
dorset,4
dorsey,4
dosman,4
downs,4
dragon,4
drake,4
draught,4
drawing,4
drift,4
drover,4
dsilva,4
dualuse,4
dubai,4
dubin,4
duff,4
duggan,4
duhamel,4
dunbar,4
dunlop,4
dunstan,4
durette,4
durirng,4
durrell,4
eagle,4
earthobservation,4
earthquake,4
eastend,4
eastmain,4
ebb,4
ebbslepage,4
ebola,4
ecosystems,4
edc,4
edéhzhíe,4
edelstein,4
editions,4
edmunston,4
edta,4
edwardhastings,4
effluents,4
egmont,4
eidsvik,4
el162,4
el164,4
el169,4
elda,4
electrolyser,4
electrolyte,4
eliane,4
elinor,4
ellies,4
eloise,4
elwin,4
emblem,4
embrun,4
embryos,4
emphasis,4
enns,4
entrance,4
entreprise,4
epo,4
epstein,4
equality,4
erb,4
erika,4
erroneous,4
escape,4
esso,4
ester,4
estuary,4
ethylene,4
etobicokelakeshore,4
eustaquio,4
excellence,4
exclusions,4
executed,4
exeter,4
expectation,4
expedite,4
expend,4
experienced,4
exploits,4
explosive,4
exporting,4
fabro,4
faced,4
fact,4
fahimeh,4
failure,4
fardy,4
farinon,4
farmer,4
farming,4
farmland,4
father,4
fawcett,4
fednor,4
fellis,4
femme,4
fenhexamid,4
fenwick,4
fer,4
ferdinand,4
ferrante,4
fighting,4
films,4
finch,4
finestone,4
finlay,4
fiorino,4
firearm,4
fiveday,4
flack,4
flaherty,4
flahiff,4
flanagan,4
flanders,4
flanigan,4
flats,4
flavour,4
fleet,4
flin,4
float,4
flon,4
floral,4
fludioxonil,4
foley,4
forks,4
formaldehyde,4
forrestall,4
forsyth,4
fourteenth,4
foy,4
fracassi,4
franchise,4
frappier,4
frazer,4
fredrika,4
freed,4
freetrade,4
froese,4
fruman,4
fulbright,4
fulfil,4
fuller,4
fulvio,4
funded,4
fundy,4
fungicides,4
fuoco,4
furnaces,4
fusarium,4
gallivan,4
gambo,4
gar,4
garner,4
gaspésieles,4
gateways,4
gauvin,4
gc3,4
gc88,4
gélinas,4
genco,4
generate,4
generators,4
georgebulkley,4
gérin,4
gero,4
gerrard,4
gerri,4
gervason,4
ghanem,4
ghyslaine,4
gibara,4
gibsons,4
gignac,4
gillese,4
gilroy,4
giovanna,4
gitwangak,4
gl102,4
gl118,4
gl120,4
gl122,4
gl136,4
gl137,4
gl160,4
gl229,4
gl290,4
glaslyn,4
globally,4
goal,4
goals,4
godbout,4
going,4
goodall,4
goodstriker,4
goudie,4
goverment,4
grams,4
grands,4
grasses,4
grasslands,4
gratien,4
grattan,4
gravenhurst,4
greer,4
grewal,4
griffiths,4
grimmer,4
grinding,4
grinius,4
griswold,4
groarke,4
grondin,4
grondines,4
groseilliers,4
groupe,4
gruchy,4
gsx,4
guayaquil,4
guérette,4
guergis,4
guineabissau,4
gull,4
gunn,4
guns,4
gupta,4
gurcharan,4
guthrie,4
guysborough,4
gwendolyn,4
gwitrit,4
h2o,4
haanas,4
hachey,4
hadfield,4
hage,4
hai,4
haitian,4
hake,4
hal,4
halldorson,4
hallé,4
halliday,4
ham,4
hamad,4
hames,4
hampartzoumian,4
handa,4
handfield,4
handy,4
hanley,4
hann,4
hannaford,4
hansell,4
harassment,4
harb,4
harding,4
hartt,4
hassard,4
hatchery,4
hawco,4
hayden,4
hazards,4
healy,4
heard,4
heat,4
heavylift,4
heavyoil,4
hehn,4
helicopter,4
hembroff,4
heming,4
hemmingford,4
hemp,4
hendrick,4
hendrika,4
henriette,4
henschel,4
hereof,4
hermanson,4
hetherington,4
hickling,4
highness,4
highrisk,4
hildebrand,4
hillsdale,4
hillyer,4
hire,4
hitchcock,4
hobbs,4
hodgkiss,4
hollow,4
holt,4
hopper,4
hornal,4
horner,4
houde,4
hounton,4
hovey,4
howes,4
howland,4
hulak,4
hullaylmer,4
hung,4
huot,4
huron,4
hurons,4
hurter,4
